job_title,company,job_location,job_summary,today,job_salary,extracted_skills,yearly_salary
immediate opening with omnicuris for data analyst,Omnicuris Healthcare,"Bengaluru, Karnataka","Experience on using any of the data visualization tools like Tableau, Grafana, Google data studio is good to have.,From 2 to 5 year(s) of experience.",2022-07-26,"₹3,00,000 - ₹6,00,000 a year","['tableau', 'data visualization']",450000.0
process and data analyst,Bosch Group,"Bengaluru, Karnataka","O data management (SQL database).,Execution and development of respective data analytics, incl.,Experience in respective IT-systems (e.g. SAP) or data analytics…",2022-07-26,Not Disclosed,['sql'],
data analytics,Infochola,India,"Strong background on statistics and data analysis.,Performs advanced data mining & analytics on all productivity and reliability data to identify opportunities…",2022-07-26,Not Disclosed,"['statistics', 'data analysis']",
business analyst,Wipro Limited,"Coimbatore, Tamil Nadu+6 locations","Use data modelling practices to analyze the findings and design,develop improvements and changes.,The purpose of the role is to liaison and bridging the…",2022-07-26,Not Disclosed,[],
data analyst,Vodafone,"Pune, Maharashtra","They support the team with detailed data analysis, implement dashboards and ensure decision support systems are in place that best serve the business in their…",2022-07-26,Not Disclosed,['data analysis'],
data analyst (excel advanced specialist),XShip Design & Analytics Pvt Ltd,"Kochi, Kerala","Assess the effectiveness and accuracy of new data sources and data gathering techniques.,To manipulate data, draw insights and build advanced machine learning…",2022-07-26,"₹15,000 - ₹20,000 a month",['machine learning'],210000.0
data analyst,DBS Bank,Maharashtra,"Support key business initiatives for data driven decisioning.,Automated data pipelines for business performance dashboards.",2022-07-26,Not Disclosed,[],
reference data management analyst,NatWest Group,"Bengaluru, Karnataka+1 location","You’ll be creating legal entity reference data, reviewing changes and improving static data.,This role is available at senior analyst level.",2022-07-26,Not Disclosed,[],
sr. data analyst,Tech mahindra,"Hyderabad, Telangana","Perform data analysis, trend analysis.,To analyze, document and ensure the client requirements.,Elicit requirements using interviews, document analysis, site…",2022-07-26,Not Disclosed,['data analysis'],
data analyst,MedTourEasy,"Delhi, Delhi","Proven working experience as a data analyst or business data analyst.,Acquire data from primary or secondary data sources and maintain databases/data systems.",2022-07-26,"₹8,25,000 - ₹8,75,000 a year",[],850000.0
business intelligence analyst-permanent remote,Lendingtree Research Services LLP,"Ahmedabad, Gujarat","Work with Data Scientists and Engineering partners to help shape and drive the development of data infrastructure for products/solutions, including data…",2022-07-26,"₹3,50,946 - ₹14,61,765 a year",[],906355.5
data & technical business analyst,Vish Gyana Technology Solutions Private Limited,"Chennai, Tamil Nadu","To serve as an experienced, individual contributor on tasks and assignments that support and enhances Enphase product performance, durability, reliability and…",2022-07-26,"₹1,80,000 - ₹8,65,221 a year",[],522610.5
data analyst,VIKAS STAINLESS STEEL INDIA PVT LTD,"Faridabad, Haryana","Developing and maintaining databases, data systems – reorganizing data in a readable format.,Performing analysis to assess the quality and meaning of data.",2022-07-26,Not Disclosed,[],
data processing analyst,Rubrix Analytics Private Limited,"Ernakulam, Kerala",We are looking for a Data Processing Analyst who will act as a liaison between the our team and the client assisting in their day to day operations.,2022-07-26,"₹10,000 - ₹18,000 a month",[],168000.0
data analyst,Smiths Group,"Bengaluru, Karnataka","Defining new data collection and analysis processes.,A good understanding of data Security and privacy technologies.",2022-07-26,Not Disclosed,[],
process associate-data analyst,Genpact,"Noida, Uttar Pradesh",The analyst should be able to identify pattern emerging from data and reports and establish the linkage for the same with business problems.,2022-07-26,Not Disclosed,[],
data analyst,BenoGroup,"Ghaziabad, Uttar Pradesh","Support management team and the Heads of Department with data-driven analysis.,The financial data will be provided to be formulated into a representational…",2022-07-26,"₹30,000 - ₹40,000 a month",[],420000.0
data analyst,Quotient Technology,"Bengaluru, Karnataka","Devise, develop, test and deploy new data models.,Experience in manipulating large data sets and analyzing them to identify actionable insights.",2022-07-26,Not Disclosed,[],
data analyst,Meritech Software Private Limited,"Mohali, Punjab","HH Drive test tool knowledge ( AZQ).,Good RF knowledge ( 5G/4G).,Minimum one year network testing exp.,Mohali, Mohali - 160062, Punjab: Reliably commute or…",2022-07-26,"₹20,000 - ₹30,000 a month",[],300000.0
data analyst,Honeywell,"Bengaluru, Karnataka+1 location","You will work on a team including scrum masters, product owners, data architects, peer data engineers/analyst, data scientists and DevOps.",2022-07-26,Not Disclosed,[],
data analyst (experienced),T&N Business Services Pvt. Ltd.,"Gurgaon, Haryana","Developing and maintaining databases, data systems.,Performing analysis to assess quality and meaning of data.,Accuracy and attention to detail.",2022-07-26,"₹5,50,000 a year",[],550000.0
junior data analyst,Fireblaze AI School,"Nagpur, Maharashtra","Excellent understanding of data visualization, data storytelling, and how to think about data problems in a business context and solving them using Machine…",2022-07-26,"₹2,00,000 - ₹3,00,000 a year",['data visualization'],250000.0
reporting / data analyst,EY,"Bengaluru, Karnataka+1 location","Maintain and support data analytics platforms.,Crafting and executing queries upon request for data.,Identify and drive resolution of gaps in data reporting.",2022-07-26,Not Disclosed,[],
master data analyst,Bacardi,"Gurgaon, Haryana","As masterdata analyst you will be responsible for local data input within the market/plant as part of the dedicated set of Global Master Data policy, procedures…",2022-07-26,Not Disclosed,[],
data analyst,Deevaz,"Dwarka, Delhi, Delhi","Should have knowledge of creating reports.,Are you proficient in MS Excel.",2022-07-26,"₹10,998 - ₹38,409 a month",['excel'],296442.0
data analyst,Boston Consulting Group,"New Delhi, Delhi","Apply techniques such as data gathering, data mapping, benchmarking, trend analysis and charting to provide observations, and actionable insight.",2022-07-26,Not Disclosed,[],
data analyst,Artoon Solutions Pvt. Ltd.,"Surat, Gujarat","Use statistical methods to analyze data and generate useful business reports.,Work with departmental managers to outline the specific data needs for each…",2022-07-26,Not Disclosed,[],
data analyst,DIGITAL DESIGN TECHNOLOGY,"Gurgaon, Haryana","Experience in research, data analysis, MIS and data management Skills.,Drive compliance resolution of invalid, incomplete, or inaccurate data content *Determine…",2022-07-26,"₹2,64,000 - ₹3,00,000 a year",['data analysis'],282000.0
erp reporting/data analyst,Vienna IT Solutions Pvt. Ltd.,"Mohali, Punjab","Data Modelling for Business Intelligence Reporting, which will include Designing data warehouse as per business needs.,Conducting troubleshooting on BI models.",2022-07-26,Not Disclosed,[],
data analyst,Ex Libris,"Bengaluru, Karnataka","The person will be responsible to understand customer needs from sales and marketing, run analysis on product consumption and other data sets and provide data…",2022-07-26,Not Disclosed,[],
data analyst / bi developer,"Owens Asia, Inc..","Thane, Maharashtra","Provide technical expertise on data storage structures, maintenance, data mining, and data cleansing.,This includes data mining from different sources and data…",2022-07-26,Not Disclosed,[],
data analyst,Bigbang HR Advisors,"Mumbai, Maharashtra","Ensure daily onboarding and dealer support management of partners for plan sales.,Dealer support for Retail Partners and one point POC for OEM plans.",2022-07-26,"₹1,85,348 - ₹5,00,000 a year",[],342674.0
data analyst,BT,"Bengaluru, Karnataka","Deep data landscaping and analysis experience typically simplifying data sources and delivering automated capabilities across finance, operations and resource…",2022-07-26,Not Disclosed,[],
data analyst,Indigifts Pvt. Ltd.,"Jaipur, Rajasthan","Analysis of daily sales and entering the data in the relevant sheets ensuring all data is in place and reach to be looked into.,Total work: 1 year (Preferred).",2022-07-26,"₹18,000 - ₹22,000 a month",[],240000.0
business data analyst - bancassurance,24x7 Corporate Solutions India Pvt Ltd,"Kochi, Kerala",Provide timely business analytical solutions to enable data – driven decisions to support sales team in achieve the organisational goals.,2022-07-26,"₹15,00,000 - ₹20,00,000 a year",[],1750000.0
data analyst,Discover WebTech Private Limited,"Indore, Madhya Pradesh","Top notch Google Sheets skills.,Excellent programming skills in Python with prior knowledge of Pandas, Numpy, Matplotlib, Seaborn.",2022-07-26,"₹6,00,000 a year","['python', 'pandas', 'numpy', 'matplotlib', 'seaborn']",600000.0
manager - data analyst,Maruti Suzuki India Ltd,"Gurgaon, Haryana","Understanding of accidents, accident data.,Story telling with the help of data.,Knowledge of Automotive domain/Road Safety/Environment data is a plus.",2022-07-26,Not Disclosed,[],
analyst - tech consulting - national - data & analytics - pu...,EY,"Pune, Maharashtra+2 locations","EY is looking for Analyst in IT Advisory.,An important part of your role will be to assist Seniors & Managers while actively participating within the client…",2022-07-26,Not Disclosed,[],
azure data engineer- senior analyst- hyderabad/bengaluru,Deloitte,"Bengaluru, Karnataka","Expertise in Development, deployment and monitoring ADF (Azure data factory) pipelines (using visual studio and browsers).,Expertise in Azure logic apps.",2022-07-26,Not Disclosed,['azure'],
risk analyst,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Knowledge of performing qualitative/quantitative risk assessments.,Maintain risk register and ensure risks are monitored and managed.",2022-07-26,Not Disclosed,[],
analyst – orgsolutions,McKinsey & Company,"Bengaluru, Karnataka","There is flexibility to hire at the analyst or senior analyst level depending on candidate experience.,OrgSolutions can help human resources and business…",2022-07-26,Not Disclosed,[],
programmer analyst (junior),FENG GROUP,"Patna, Bihar","Ability to understand functional/technical specifications and analyze data;,Our Client is from a Financial Services company that is looking for a passionate…",2022-07-26,Not Disclosed,[],
senior analyst - tech and data risk & compliance - line 1,Commonwealth Bank,"Bengaluru, Karnataka","Contribute to the design and implementation of controls and process maps Contribute to root cause analysis of issues and incidents, identifying and implementing…",2022-07-26,Not Disclosed,[],
data analyst,Otipy,"Gurgaon, Haryana","Create processes and methods to gather data.,Analyze data to identify issues and suggest improvements.,Identify cost-effective delivery modes and schedules.",2022-07-26,Not Disclosed,[],
business analyst 1-ops,Oracle,"Bengaluru, Karnataka+2 locations","Ability to collect, organize, and display data in spreadsheet format.,Follow-through skills necessary to get information from internal and third parties and…",2022-07-26,Not Disclosed,[],
data analyst i,Intercontinental Exchange,"Hyderabad, Telangana","Identify data quality issues, recommending procedural and technical changes to improve productivity and data quality for ICE Data Services;",2022-07-26,Not Disclosed,[],
data analyst,Schneider Electric,"Bengaluru, Karnataka","Use ETL tool to process data from various data silos.,Experience with data visualization tools such as Tableau.,Proficient in MS Access, Excel, PowerPoint.",2022-07-26,Not Disclosed,"['excel', 'tableau', 'data visualization', 'etl']",
data analyst,GREEN JEEVA LLC,"Bengaluru, Karnataka","Build proactive data validation automation to catch data integrity issues.,Strong ability to troubleshoot and resolve data issues.",2022-07-26,Not Disclosed,[],
data analyst - ingestion,Crowe,"Noida, Uttar Pradesh","Leverages data extraction tools and ETL skill to obtain data from various data systems across the industry.,Broadly looking at the popular data source systems…",2022-07-26,Not Disclosed,['etl'],
data analyst,Braintech Education And Placement Serveries,"Jaipur, Rajasthan","Jaipur, Rajasthan: Reliably commute or planning to relocate before starting work (Preferred).,Total work: 1 year (Preferred).",2022-07-26,"₹1,00,000 a month",[],1200000.0
data transformation analyst ii,S&P Global,"Hyderabad, Telangana+3 locations","Monitoring workflow, data timeliness and quality.,Assisting with the collection and processing of data.,1 - 4 years of experience in data research.",2022-07-26,Not Disclosed,[],
junior business analyst,Khelo Tech & Strategy Pvt Ltd,"Delhi, Delhi","Handle tough technical problems and data issues.,The Business analyst job description entails providing analysis, design, documentation, and testing on projects…",2022-07-26,"₹25,000 - ₹33,000 a month",[],348000.0
data analyst,Yulu,"Bengaluru, Karnataka","A data-driven mindset with ability to deal with ambiguity in the absence of data.,Yulu is looking for a data analyst who will be responsible for recommending…",2022-07-26,Not Disclosed,[],
data analyst iot,Skroman Switches Pvt Ltd,"Pune, Maharashtra","Proven skills in data mining, data preparation and data analysis.,Develop data analytical tools to integrate data collected and provide a variety of data trend…",2022-07-26,"₹4,00,000 - ₹8,00,000 a year",['data analysis'],600000.0
training data analyst,Flipkart,"Bengaluru, Karnataka","Should have a keen eye for anomalies and data points that skew data sets and should be proactive in flagging them off.,Highly skilled in PowerBI & Excel.",2022-07-26,Not Disclosed,['excel'],
"data engineer (msbi,power bi & tableau)",UST Global,"Bengaluru, Karnataka","Passion for sharing data with others.,Demonstrated skills in visualizing data, specifically utilizing Tableau.,Overall desire to make things better.",2022-07-26,Not Disclosed,['tableau'],
data analyst,PIPETECH SERVICES PVT LTD,"Mumbai, Maharashtra",MS in Mechanical/Chemical/Petroleum Engineering with fluid mechanics knowledge and data analysis background to analyze the data generated by MPFM/OW+/OWM.,2022-07-26,"₹40,000 - ₹50,000 a month",['data analysis'],540000.0
analyst_data wrangler,Société Générale,"Bengaluru, Karnataka","Identify and acquire data sources and process them: data profiling, data preparation, use of AI techniques, advanced software.,You're fluent in English!",2022-07-26,Not Disclosed,[],
data science platform support analyst,Barclays,"Pune, Maharashtra","Ensure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal…",2022-07-26,Not Disclosed,[],
data analyst,Shreshta Analytics Pvt Ltd,"Hyderabad, Telangana","The candidate shall be responsible for handling and integrating large volumes of data from various sources, mining the data and coming up with actionable…",2022-07-26,"₹6,00,000 - ₹12,00,000 a year",[],900000.0
compliance data analyst,Credit Suisse,"Pune, Maharashtra","Should be a team-player with ability to co-ordinate and implement various data quality processes, including reference data groups.",2022-07-26,Not Disclosed,[],
data analyst- people analytics,ABB,"Bengaluru, Karnataka","Excellent problem solving and analytical skill and can build story with fragmented data.,Work with cross-functional and global teams to lead projects solving…",2022-07-26,Not Disclosed,[],
senior data analyst,Mott MacDonald,"Noida, Uttar Pradesh+1 location","Assist with maintenance of Power BI code & other data sources.,Configuration of SharePoint, Excel, & other data sources.,Very good knowledge in word and PPT.",2022-07-26,Not Disclosed,"['excel', 'power bi']",
analyst data operations,Nielsen,"Bengaluru, Karnataka","To be employed as an Analyst - Data Operations in a media evaluation and reporting setup.,Get trained and execute acquired instructions to report brand…",2022-07-26,Not Disclosed,[],
data analyst,lagozon technologies,"Delhi, Delhi","Knowledge of data visualisation and data analytics principles and skills –including good user experience/UI Design.,Net , SQL , Python , SSIS, or exposure to.",2022-07-26,"₹3,50,000 - ₹5,00,000 a year","['python', 'sql']",425000.0
hiring data/business analyst - preferred from pharma ind.- w...,Incubit Global Business Services Pvt. Ltd.,"Mumbai, Maharashtra",Transform data into business intelligence by generating relevant information and recommendations for improving organization performance.,2022-07-26,"₹15,00,000 - ₹20,00,000 a year",[],1750000.0
data analyst,"Glassbeam, Inc.","Bengaluru, Karnataka","Perform ongoing data validation and testing to ensure data integrity and reliability.,Mine and analyze data from machine log data to drive optimization, reduce…",2022-07-26,Not Disclosed,[],
data analyst,Hewlett Packard Enterprise,"Gurgaon, Haryana","Developing and maintaining databases, data systems – reorganizing data in a readable format.,Performing analysis to assess quality and meaning of data.",2022-07-26,Not Disclosed,[],
data analyst - kpi evaluation for vision systems,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Perform data quality assessments and statistical testing to verify data quality and data integrity.,Perform data cleansing using data processing and statistical…",2022-07-26,Not Disclosed,[],
data research analyst,Morningstar,"Mumbai, Maharashtra","Actively collect managed investment data using Morningstar collection systems, and ensure data timelines, completeness and accuracy to meet business goals.",2022-07-26,Not Disclosed,[],
data analyst,FullContact,Remote,"Contribute to process automation, data analysis, report design and data visualisations.,Strong analytical skills, data visualizations skills.",2022-07-26,Not Disclosed,['data analysis'],
mis & da - data analyst,Concentrix,"Bengaluru, Karnataka","Through proper data modelling you can create a clear picture of the data and identify missing and redundant data.,YOU'RE GOOD AT (Skills required):",2022-07-26,Not Disclosed,[],
associate i - data analysis,UST Global,"Kochi, Kerala+4 locations","Acquiring data from various sources.,Consider only relevant data from the mined data and convert into a consistent format to be analyzed.",2022-07-26,Not Disclosed,[],
analyst-master data management - global rates-gfs,Deloitte,"Hyderabad, Telangana","Good knowledge in data analysis and management.,Should understand the sense of urgency, practicality, accountability, and integrity while dealing with data to…",2022-07-26,Not Disclosed,['data analysis'],
business technology analyst - data analytics (sql with ssis),Deloitte,"Bengaluru, Karnataka","The important skills for this position are SQL, Microsoft SSIS, data extraction, data modeling, data transformation, and DBA skills.,What impact will you make?",2022-07-26,Not Disclosed,['sql'],
data analyst,Creditas Solutions,"Gurgaon, Haryana"," 1+ years in a data analyst role.,Requirements into custom-formatted data reports.,Data that can be used to improve upon them., Strong attention to detail.",2022-07-26,Not Disclosed,[],
freelancer data analyst in power bi at vasai,Target Hydrautech Pvt Ltd.,"Vasai, Maharashtra","Document database structures and define data elements to enable re-use of data.,Take ownership of our data and constantly improve its quality .",2022-07-26,"₹20,000 - ₹40,000 a month",[],360000.0
data analyst,Bsharp Sales Enablers,"Bengaluru, Karnataka","Bsharp [Nov’12] helps enterprises enable their frontline teams.,Bsharp Learn, Bsharp Score, Bsharp Reporting and Learnbee are various SAAS platforms from Bsharp…",2022-07-26,Not Disclosed,[],
risk analyst,Philips,"Hybrid remote in Bengaluru, Karnataka","Experience in data science is important (e.g. Python).,The data holds valuable leads to improve the security of Philips.,You are a part of.",2022-07-26,Not Disclosed,['python'],
gis data analyst,Carifer Technologies,"Erode, Tamil Nadu","Produce reports on geographic data utilizing data visualizations.,Designing digital maps with geographic data and other data sources.",2022-07-26,"₹2,00,000 - ₹3,00,000 a year",[],250000.0
data analyst,Chams Branding Solutions India Pvt Ltd,"Ernakulam, Kerala","Gather data on consumers, competitors and market conditions.,Interpret marketing data, formulate reports and make recommendations.",2022-07-26,"₹15,000 - ₹25,000 a month",[],240000.0
data analyst,Ericsson,"Gurgaon, Haryana+1 location","Perform data analysis and visualization.,Provide functional process and data expertise.,Provides functional process and data expertise, qualifies Analytics IT…",2022-07-26,Not Disclosed,['data analysis'],
data analyst and bi reporting,"JPMorgan Chase Bank, N.A.","Hyderabad, Telangana","The role will include presenting data in charts, graphs, tables, designing and developing relational databases for collecting data across the Bank and building…",2022-07-26,Not Disclosed,[],
data analyst,Ericsson,"Gurgaon, Haryana+1 location","Perform data analysis and visualization.,Provide functional process and data expertise.,The Business Analytics Specialist applies his/her business knowledge and…",2022-07-26,Not Disclosed,['data analysis'],
research analyst - esg data solutions-2,FactSet Research Systems,"Hyderabad, Telangana","Collect, analyze and process company reported data from various data sources and into the database utilized by the ESG content team.",2022-07-26,Not Disclosed,[],
senior capabilities & insights analyst_asia banking_gurugram,McKinsey & Company,"Gurgaon, Haryana",It is a part of the Banking & Insurance practice of McKinsey with 230+ members and a global footprint across 25+ locations focusing across financial services…,2022-07-26,Not Disclosed,[],
product data analyst,Clarivate,"Bengaluru, Karnataka","The person will be responsible to understand customer needs from sales and marketing, run analysis on product consumption and other data sets and provide data…",2022-07-26,Not Disclosed,[],
sql data/etl analyst,Quadraflake Consulting Private Limited,"Chennai, Tamil Nadu","SQL technical analysts are needed as part of our team of data analysts working in healthcare.,Skilled in data management, data integration, application…",2022-07-26,"₹6,00,000 - ₹8,00,000 a year",['sql'],700000.0
senior data analyst,DBS Bank,Maharashtra,"Analytics experience working with banking data, able to cross reference between data source to gain insights in customer patterns/needs.",2022-07-26,Not Disclosed,[],
data science/data analytics,Excellence and Eminence LLP,"Bengaluru, Karnataka","Data mining or extracting usable data from valuable data sources.,Data Wrangling – proficiency in handling imperfections in data is an important aspect of a…",2022-07-26,"₹18,00,000 - ₹25,00,000 a year",['data wrangling'],2150000.0
ai / big data analyst (powertrain & exhaust applications),Bosch Group,"Bengaluru, Karnataka",Bachelor of Engineering (B.E / B.,2022-07-26,Not Disclosed,[],
mis analyst,Panworld,"New Delhi, Delhi","Perform data mining and data analysis of database and identify gaps.,Review and validate data as it is collected.,Monitor analytics and metrics results.",2022-07-26,"₹16,000 - ₹30,000 a month",['data analysis'],276000.0
data analyst,HP,"Bengaluru, Karnataka","Works on complex problems where analysis of situations or data requires an in-depth evaluation of multiple factors.,Prepares code stubs for others.",2022-07-26,Not Disclosed,[],
data analyst,PhonePe,"Bengaluru, Karnataka","Strong data-first analysts who are passionate about working with data and building systems that.,Strong data handling, data modeling & data flow…",2022-07-26,Not Disclosed,[],
senior data analyst,BT,"Bengaluru, Karnataka","O Coach junior data analysts on analytical and technical skill sets.,O Perform comprehensive exploratory data analysis, build engaging visualisations, validate…",2022-07-26,Not Disclosed,['data analysis'],
senior data scientist/ analyst - t7,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","This data is further analysed and the performance of the ADAS systems are monitored.,Architecting, developing and deploying end to end pipeline to ingest…",2022-07-26,Not Disclosed,[],
data analyst sector-10. rohini,Sapphire Search,"Delhi, Delhi","Coordinating with support team PAN India for data reconciliation and dashboards.,Proficiency in creating data access and processing tools in Microsoft Excel.",2022-07-26,"₹30,000 a month",['excel'],360000.0
data analyst,Visible Alpha,"Mumbai, Maharashtra","Experience presenting data analysis through visualizations and dashboards is a big plus., Prior experience working in a data science/analytics/engineering team…",2022-07-26,Not Disclosed,['data analysis'],
data analyst,Mirum Digital Pvt. Ltd.,"Mumbai, Maharashtra","Write and optimize in-application SQL statements, Procedures, Views Etc.,Ensure performance, security, and availability of databases.",2022-07-26,Not Disclosed,['sql'],
analyst-data visualization,Accenture,"Bengaluru, Karnataka+1 location",You will be working as a part of the data-driven Data Visualization team which is primarily responsible for leveraging visualization tools to create informative…,2022-07-26,Not Disclosed,['data visualization'],
data analyst & mis manager,RUSHA CAREERS PRIVATE LIMITED,"Delhi, Delhi","Minimum 4-5 years of experience in data and analytics.,Manage data analytics, performance dashboards & Monitor key KRA metrics.·.",2022-07-26,"₹8,00,000 - ₹12,00,000 a year",[],1000000.0
data analyst (senior),FENG GROUP,+1 locationRemote,"Insights or improve data quality;,Experience with data modeling (good to have);,Applies query, data exploration and transformation, basic statistical methods…",2022-07-26,Not Disclosed,[],
data analysis & reporting - office of strategic initiatives...,Deloitte,"Hyderabad, Telangana","Initiating data mining activities on data warehouses.,Report creation based on data coming from a variety of business systems and data warehouses (SQL queries,…",2022-07-26,Not Disclosed,['sql'],
business analyst,TechVerito,"Pune, Maharashtra","Exceptional ability to gather, organize and evaluate any information or data needed as input from stakeholders and the development team to determine…",2022-07-26,"₹5,00,000 - ₹12,00,000 a year",[],850000.0
data management - analyst,Deloitte,"Hyderabad, Telangana","Ability to analyze data and resolve complex data issues/queries.,Experience manipulating and analyzing large volumes of data.,1-6 years of experience.",2022-07-26,Not Disclosed,[],
data analyst,Team engine,"Pune, Maharashtra","A successful data analyst needs to have a combination of technical as well leadership skills.,Proven working experience in data analysis.",2022-07-26,"₹3,50,000 a year",['data analysis'],350000.0
sas analyst (junior),FENG GROUP,+1 locationRemote,"Attention to details and data accuracy;,Escalate data interpretation issues, as needed;,Compile and analyze data related to business issues;",2022-07-26,Not Disclosed,[],
data research analyst,Analytix Business Solutions (India) Ltd,"Ahmedabad, Gujarat","Ability to manage large data and should be able to work on data consolidations.,Should be very good with MS office especially proficient in Excel.",2022-07-26,"₹1,50,000 - ₹3,60,000 a year",['excel'],255000.0
associate data analyst,Enverus,"Bengaluru, Karnataka","Work closely with the data development team when issues are found during QA.,Participate in the data integration process by focusing on creating and maintaining…",2022-07-26,Not Disclosed,[],
data analyst,SmartAnalyst,"Gurgaon, Haryana","Strong understanding of data structures and algorithms.,3+ experience of industry experience in developing data science models and solutions.",2022-07-26,Not Disclosed,[],
data analyst,SmartAnalyst,"Gurgaon, Haryana","Strong understanding of data structures and algorithms.,3+ experience of industry experience in developing data science models and solutions.",2022-07-26,Not Disclosed,[],
data analyst || diamond industry || surat location.,Venus Solutions,"Surat, Gujarat","Experience in data analysis (Statistical Analysis).,Hands-on on experience with data visualization tools.,Skills in Advance Excel, PowerPoint, Power BI, and MS…",2022-07-26,"₹15,000 - ₹25,000 a month","['excel', 'power bi', 'data visualization', 'data analysis']",240000.0
data analyst,AgilizTech Software Services,"Bengaluru, Karnataka","Adept at queries, report writing and presentation findings.,Strong analytical and problem-solving skills.,Strong in writing Complex SQL queries.",2022-07-26,Not Disclosed,['sql'],
data analyst,Galytix,"Gurgaon, Haryana","Acquiring data from internal as well as secondary data sources.,Cleaning and filtering data, assessing data quality and create concise end product.",2022-07-26,Not Disclosed,[],
"lead analyst, data management quant analysis",BNY Mellon,"Pune, Maharashtra","Prior experience and knowledge of data visualization tools i.e. Power BI and Tableau is preferred.,Candidate should be able to aggregate, interpret complex data…",2022-07-26,"₹3,99,497 - ₹15,73,362 a year","['power bi', 'tableau', 'data visualization']",986429.5
data analyst,PGEIN Consulting,"Chandigarh, Chandigarh","Providing technical expertise in data storage structures, data mining, and data cleansing.,Work experience as a data analyst or in a related field.",2022-07-26,"₹70,000 - ₹1,00,000 a month",[],1020000.0
freelancer data analyst in power bi,Target Hydrautech Pvt Ltd.,"Vasai, Maharashtra","Document database structures and define data elements to enable re-use of data.,Take ownership of our data and constantly improve its quality .",2022-07-26,"₹20,000 - ₹40,000 a month",[],360000.0
data analyst,JLL,"Bengaluru, Karnataka","Prior experience in managing and analyzing data.,Deep dive into data trends to identify root causes and improvement opportunities.",2022-07-26,Not Disclosed,[],
cib-digital document services-reference data analyst,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka","As a Business Process Analyst, you'll provide support on a variety of initiatives by analyzing existing processes, identifying process gaps, identifying areas…",2022-07-26,Not Disclosed,[],
lead analyst - global customer data - quality & training,Oracle,"Bengaluru, Karnataka","Should be able to perform data analysis and should have reporting skills.,O Makes timely and effective decisions by assessing risk, evaluating alternatives, and…",2022-07-26,Not Disclosed,['data analysis'],
data analyst | 4 to 6 years | pan india,Capgemini,"Mumbai, Maharashtra",The EMS consultant monitors that all local stakeholders involved in the EMS work according to the processes of the Group EMS.,2022-07-26,Not Disclosed,[],
data analyst (junior),FENG GROUP,"New Delhi, Delhi+1 location","Analyses large data sets (we deal in millions of data point every day) and pull out actionable insights, business intelligence, and reports to show the impact…",2022-07-26,Not Disclosed,[],
analyst - mi & data analytics,Barclays,"Pune, Maharashtra","Build and deliver targeted and customisable dashboard reporting to present data in a manageable, understandable and usable way.",2022-07-26,Not Disclosed,[],
global tax and legal data analytics - analyst hyderabad,Deloitte,"Hyderabad, Telangana","Prepare dashboards using data visualization and data wrangling tools.,O Well versed with data wrangling, ETL and data cleansing concepts.",2022-07-26,Not Disclosed,"['data visualization', 'etl', 'data wrangling']",
business analyst,EpicMinds IT Pvt Ltd,"Bengaluru, Karnataka","Extensive experience with data visualization.,Excellent communicator with the ability to translate data into actionable insights.,Bachelor’s or Master’s degree.",2022-07-26,"₹20,711 - ₹49,625 a month",['data visualization'],422016.0
business analyst,CILA Project10K,"Bengaluru, Karnataka","Strong experience in managing a team of data, product, and business analysts.,Analyzes user needs to determine functional and cross-functional requirements and…",2022-07-26,"₹24,00,000 a year",[],2400000.0
digital analyst - liveops data engineering - quantumblack la...,McKinsey & Company,"Gurgaon, Haryana","Assetize data pipelines developed as to maximize re-usability of core components in other data initiatives.,Identify innovative data ingestion and preparation…",2022-07-26,Not Disclosed,[],
data research analyst,Paxcom India,"Delhi, Delhi","Capturing the researched data on Excel sheet in required format.,PaymentUs leads the North American marketplace in electronic bill payment solutions and have…",2022-07-26,Not Disclosed,['excel'],
data analyst,Leesha Media IT solutions Private Limited,"Bengaluru, Karnataka","Bengaluru, Bengaluru - 560079, Karnataka: Reliably commute or planning to relocate before starting work (Required).,Total work: 1 year (Preferred).",2022-07-26,"₹10,000 a month",[],120000.0
senior data analyst,Sworks Software India Pvt Ltd,"Pune, Maharashtra","Acquire data from primary or secondary data sources and maintain databases/data systems.,Technical expertise regarding data models, database design development,…",2022-07-26,"₹8,00,000 - ₹12,00,000 a year",[],1000000.0
data analytics developer,Standard Chartered,"Bengaluru, Karnataka","Supporting initiatives for data integrity and normalization.,Develop and implement databases, data collection systems, data analytics and other strategies that…",2022-07-26,Not Disclosed,[],
data analyst,IFS,"Kolkata, West Bengal",Establish reporting and data display guidelines based on best practices to ensure consistent and appropriate use of data across the organisation.,2022-07-26,Not Disclosed,[],
sr data analyst,Inspira,"Bengaluru, Karnataka+1 location","Experience with SAS visual Investigator (VI) are advantage, Minimum 3 to 4 years’ experience in SAS with Banking Domain, Knowledge and experience in end-to-end…",2022-07-26,Not Disclosed,[],
